ID,x,y,z,nx,ny,nz,s
274,-0.117522011,-0.421385014,-0.172718737,-0.313563,-0.672034,-0.670856,0.000844396
275,0.117522011,-0.421385014,0.172718737,0.313563,-0.672034,0.670856,0.000844396
276,-0.098396192,-0.420508707,0.181930592,-0.265318,-0.672962,0.690455,0.000477488
277,0.098396192,-0.420508707,-0.181930592,0.265318,-0.672962,-0.690455,0.000477488
278,-0.247984316,-0.420455561,0.048468293,-0.615182,-0.737318,0.27913,0.000898567
279,0.247984316,-0.420455561,-0.048468293,0.615182,-0.737318,-0.27913,0.000898567
280,-0.01185365,-0.419933556,-0.200506652,-0.0481591,-0.670284,-0.74054,0.00071839
281,0.01185365,-0.419933556,0.200506652,0.0481591,-0.670284,0.74054,0.00071839
282,-0.221212068,-0.418779712,0.09618145,-0.550082,-0.718715,0.425274,0.000884519
283,0.221212068,-0.418779712,-0.09618145,0.550082,-0.718715,-0.425274,0.000884519
284,-0.257907137,-0.418478556,0.024060775,-0.655145,-0.747239,0.111442,0.000845104
285,0.257907137,-0.418478556,-0.024060775,0.655145,-0.747239,-0.111442,0.000845104
286,-0.23729384,-0.417795934,-0.074641417,-0.576362,-0.742409,-0.341521,0.000996266
287,0.23729384,-0.417795934,0.074641417,0.576362,-0.742409,0.341521,0.000996266
288,-0.20329501,-0.417564456,-0.117564173,-0.494289,-0.716405,-0.492385,0.000964228
289,0.20329501,-0.417564456,0.117564173,0.494289,-0.716405,0.492385,0.000964228
290,-0.009720467,-0.417364866,0.203075342,-0.0400942,-0.670523,0.740804,0.000588902
291,0.009720467,-0.417364866,-0.203075342,0.0400942,-0.670523,-0.740804,0.000588902
292,-0.141275606,-0.41612599,0.166357833,-0.359268,-0.678293,0.640972,0.000621806
293,0.141275606,-0.41612599,-0.166357833,0.359268,-0.678293,-0.640972,0.000621806
294,-0.20510195,-0.415896874,0.118405404,-0.501614,-0.6913,0.520085,0.000882513
295,0.20510195,-0.415896874,-0.118405404,0.501614,-0.6913,-0.520085,0.000882513
296,-0.059390364,-0.415462264,-0.197997012,-0.15437,-0.668668,-0.72736,0.000739903
297,0.059390364,-0.415462264,0.197997012,0.15437,-0.668668,0.72736,0.000739903
298,-0.082840558,-0.412117652,-0.194939385,-0.224116,-0.659351,-0.717655,0.000726166
